listing_id	location	title	sub_title	mileage	engine_details	asking_price	vendor	sale_type
1668253837208-3857495680-location	Oamaru, Timaru - Oamaru	2005 Mazda Demio	 Only 135,828km, serviced & ready for its new owner 	135,828km	1340cc, Petrol, Manual	$4,250	 Private seller 	Asking price  $4,250
1668253837289-3857273853-location	Napier, Hawke's Bay	2005 Mazda MX-5	 Excellent condition 	101,000km	1998cc, Petrol, Automatic	$11,850	 Private seller 	Or near offer  $11,850
1668253837394-3857273559-location	Auckland, Auckland	2013 Mazda Axela	 Sale Sale Sale 	37,806km	1500cc, Petrol, Automatic	$17,980		Asking price  $17,980
1668253837408-3857204801-location	Masterton, Wairarapa	2018 Mazda CX-5	 LIMITED DIESEL 	71,800km	2191cc, Diesel, Automatic	$29,980		Asking price  $29,980
1668253837490-3857181114-location	Auckland City, Auckland	2012 Mazda Atenza	 20S New Shape! High spec! New tyres and bettery 	157,000km	1990cc, Petrol, Automatic	$13,500	 Private seller 	Asking price  $13,500
1668253837582-3857159411-location	Christchurch, Canterbury	2011 Mazda Biante	" AA"""" CERTIFIED IMPORTS - EASY FINANCE AVAILABLE "	135,000km	2000cc, Petrol, Automatic	$9,990		Asking price  $9,990
1668253837681-3857159322-location	Onehunga, Auckland	2006 Mazda Atenza	 ALLOY WHEELS / AIRCONDITION / STEERING WHEEL CONTR 	139,613km	1990cc, Petrol, Automatic	$5,990		Asking price  $5,990
1668253837699-3857144299-location	Christchurch, Canterbury	2015 Mazda Demio	" AA"""" CERTIFIED IMPORTS - EASY FINANCE AVAILABLE "	43,249km	1300cc, Petrol, Automatic	$15,990		Asking price  $15,990
1668253837791-3857128753-location	Onehunga, Auckland	2007 Mazda Verisa	 ALLOY WHEELS / AIRCONDITION / ELECTRIC MIRRORS / R 	116,606km	1490cc, Petrol, Automatic	$5,490		Asking price  $5,490
1668253838096-3857030755-location	Auckland, Auckland	2015 Mazda BT-50	 1 OWNER - EX LEASE - WELL SET UP - SERVICED 	189,300km	3199cc, Diesel, Manual	$27,995		Asking price  $27,995
1668253838104-3857019281-location	Auckland City, Auckland	2009 Mazda BT-50	sub_title missing	212,812km	2953cc, Diesel, Manual	$12,800	 Private seller 	Or near offer  $12,800
1668253838110-3856978137-location	Kapiti, Wellington	1995 Mazda MX-5	 Exceptiona Example 	146,570km	1839cc, Petrol, Manual	$9,250	 Private seller 	Or near offer  $9,250
1668253838116-3856958284-location	Auckland, Auckland	2014 Mazda Atenza	 **Blind Spot Assist, Parking Sensors, Roof Rails** 	106,540km	2000cc, Petrol, Automatic	$16,880		Asking price  $16,880
1668253838129-3856924935-location	Auckland, Auckland	2013 Mazda Axela	 *Rebate $1,222.97, Bose Sound System, Alloys* 	114,750km	2000cc, Hybrid, Automatic	$19,980		Asking price  $19,980
1668253838137-3856885693-location	Whangarei, Northland	2005 Mazda Bounty	sub_title missing	448,150km	2499cc, Diesel, Manual	$17,000	 Private seller 	Or near offer  $17,000
1668253838149-3856848629-location	Christchurch, Canterbury	2008 Mazda MX-5	 RARE WITH ELECTRIC HARDTOP AND LEATHER 	177,341km	2000cc, Petrol, Automatic	$11,989		Asking price  $11,989
1668253838179-3856795914-location	Lower Hutt, Wellington	2020 Mazda CX-5	 ON SITE FINANCE AVAILABLE 7 DAYS! 	28,045km	1998cc, Petrol, Automatic	$32,990		Asking price  $32,990
1668253838186-3856795912-location	Lower Hutt, Wellington	2019 Mazda 3	 TRADE IN PRICES  AVAILABLE TODAY! 	50,000km	Petrol, Automatic	$30,990		Asking price  $30,990
1668253844281-3856694380-location	Auckland, Auckland	2014 Mazda Axela	sub_title missing	62,267km	1600cc, Petrol, Automatic	$13,980.38		Asking price  $13,980.38
1668253844295-3856625799-location	Auckland, Auckland	2010 Mazda Axela	 Sale Sale Sale 	56,576km	2000cc, Petrol, Automatic	$10,980		Asking price  $10,980
1668253844305-3856606343-location	Whangamata, Waikato	2006 Mazda Axela	 Mazda MPS 	135,000km	2260cc, Petrol, Manual	$14,000	 Private seller 	Or near offer  $14,000
1668253844312-3856495116-location	Lower Hutt, Wellington	2022 Mazda MX-5	 INSTANT TRADE IN PRICES AVAILABLE TODAY! 	mileage missing	2000cc, Petrol, Manual	$55,690		Asking price  $55,690
1668253844324-3856495114-location	Lower Hutt, Wellington	2022 Mazda BT-50	 INSTANT TRADE IN PRICES AVAILABLE TODAY! 	mileage missing	2999cc, Diesel, Automatic	$57,720		Asking price  $57,720
1668253844354-3856494374-location	Onehunga, Auckland	2014 Mazda Premacy	 PEOPLE MOVER / AIRCONDITION / REVERSE CAMERA / ELE 	123,588km	2000cc, Petrol, Automatic	$9,990		Asking price  $9,990
1668253844364-3856484264-location	Onehunga, Auckland	2008 Mazda Atenza	 ALLOY WHEELS / AIRCONDITION / STEERING WHEEL CONTR 	202,045km	2480cc, Petrol, Automatic	$6,690		Asking price  $6,690
1668253844379-3856484262-location	Onehunga, Auckland	2006 Mazda Premacy	 ALLOY WHEELS / AIRCONDITION / ELECTRIC DOORS /ELEC 	130,165km	1998cc, Petrol, Automatic	$5,990		Asking price  $5,990
1668253844389-3856484261-location	Onehunga, Auckland	2008 Mazda Premacy	 ALLOY WHEELS / AIRCONDITION / STEERING WHEEL CONTR 	92,406km	1990cc, Petrol, Automatic	$6,990		Asking price  $6,990
1668253844399-3855841089-location	Nelson, Nelson Bays	1990 Mazda MX-5	 Classic Convertible Investors Choice 	187,320km	1590cc, Petrol, Automatic	$11,500	 Private seller 	Asking price  $11,500
1668253844413-3855798662-location	Christchurch City, Canterbury	1984 Mazda RX7	 RX7 Series 3 LHD 12a 	99,999km	Petrol, Manual	$14,000	 Private seller 	sale_type missing
1668253844421-3855741155-location	Hamilton, Waikato	2012 Mazda CX-5	 -EASY FINANCE FROM 9.95% - 	96,761km	2000cc, Petrol, Automatic	$21,995		Asking price  $21,995
1668253844430-3855500463-location	Auckland, Auckland	2009 Mazda Axela	 20S SPORTS ONLY 27000 KM VERY TIDY 	27,016km	2000cc, Petrol, Tiptronic	$11,995		Asking price  $11,995
1668253844445-3855455083-location	Auckland, Auckland	2014 Mazda Axela	 EASY FINANCE AVAILABLE 1 YR FREE WARRANTY 	143,447km	2000cc, Hybrid, Automatic	$16,749		Asking price  $16,749
1668253844455-3855313122-location	Christchurch, Canterbury	2011 Mazda Demio	 UP TO $1000 REBATE-ELIGIBLE FOR CLEAN CAR REBATE* 	46,361km	1300cc, Petrol, Automatic	$7,974		Asking price  $7,974
1668253844464-3855183281-location	Auckland City, Auckland	2007 Mazda Premacy	 Mazda Premacy 2007 7 seater - Great Condition 	172,500km	1990cc, Petrol, Automatic	$2,760	 Private seller 	sale_type missing
1668253844472-3855098196-location	Waikato, Waikato	2019 Mazda BT-50	 Servicing your motoring needs since 1931 	83,192km	3198cc, Diesel, Automatic	$36,990		Asking price  $36,990
1668253844484-3854822784-location	Onehunga, Auckland	2006 Mazda Premacy	 ALLOY WHEELS / AIRCONDITION / ELECTRIC MIRRORS / E 	137,178km	1990cc, Petrol, Automatic	$5,990		Asking price  $5,990
1668253844493-3854737800-location	Auckland, Auckland	2018 Mazda 3	sub_title missing	89,076km	1998cc, Petrol, Tiptronic	$19,995		Asking price  $19,995
1668253844500-3854633452-location	Wellington City, Wellington	2006 Mazda MPV	 Mazda MPV in good condition on Sale 	190,000km	2260cc, Petrol, Automatic	$3,500	 Private seller 	Asking price  $3,500
1668253844510-3854487783-location	Waitakere, Auckland	2017 Mazda 6	sub_title missing	119,073km	2488cc, Petrol, Automatic	$18,000	 Private seller 	sale_type missing
1668253844519-3853804153-location	Hamilton, Waikato	2010 Mazda Axela	 -EASY FINANCE FROM 9.95% - 	138,052km	2000cc, Petrol, Automatic	$12,995		Asking price  $12,995
1668253852152-3853804151-location	Hamilton, Waikato	2013 Mazda Axela	 -EASY FINANCE FROM 9.95% - 	57,951km	2000cc, Petrol, Automatic	$23,995		Asking price  $23,995
1668253852162-3853723766-location	Christchurch, Canterbury	2008 Mazda BT-50	 * GREAT BUYING - CANOPY - ALLOY WHEELS - TOW BAR * 	261,000km	3000cc, Diesel, Manual	$13,850		Asking price  $13,850
1668253852172-3853723696-location	Christchurch, Canterbury	2016 Mazda CX-5	 FULL SERVICE HISTORY - ONE PREVIOUS OWNER - NZ NEW 	131,100km	2200cc, Diesel, Automatic	$18,850		Asking price  $18,850
1668253852179-3853722300-location	Waitakere, Auckland	2010 Mazda 6	 Reliable car, great to drive 	261,789km	2488cc, Petrol, Automatic	$6,500	 Private seller 	Or near offer  $6,500
1668253852208-3853666994-location	Invercargill, Southland	2010 Mazda Axela	 Low ks, 2.3L turbo 6 speed manual 	86,000km	2260cc, Petrol, Manual	$19,999	 Private seller 	sale_type missing
1668253852218-3853621732-location	Te Awamutu, Waikato	2017 Mazda 6	 NZNEW, R/CAMERA, NAV, BSM, FULL SERVICE HISTORY! 	79,680km	2500cc, Petrol, Automatic	$21,950		Asking price  $21,950
1668253852225-3853608062-location	, Auckland	2016 Mazda CX-5	 REBATES HERE NOW! NO1 CLEAN CAR DESTINATION 	51,833km	2500cc, Petrol, Automatic	$27,970		Asking price  $27,970
1668253852238-3853585781-location	Christchurch, Canterbury	2017 Mazda Demio	sub_title missing	44,000km	1300cc, Petrol, Automatic	$16,480		Asking price  $16,480
1668253852253-3853492075-location	Auckland, Auckland	2017 Mazda CX-5	 Auckland's Only NZ Owned Ford and Mazda Dealership 	91,000km	1998cc, Petrol, Automatic	$26,995		Asking price  $26,995
1668253852261-3853445145-location	Christchurch, Canterbury	2018 Mazda Axela	 2018 MODEL - 5 SPEED MANUAL - LOW KM - POPULAR 	36,543km	1600cc, Petrol, Manual	$17,999		Asking price  $17,999
1668253852268-3853445140-location	Christchurch, Canterbury	2015 Mazda Axela	 LOW KM - 2015 MODEL - 5 SPEED MANUAL - 1600CC 	39,203km	1600cc, Petrol, Manual	$15,999		Asking price  $15,999
1668253852311-3853445136-location	Christchurch, Canterbury	2014 Mazda Axela	 5 SPEED MANUAL - ALLOYS - LOW KM - 2014 MODEL 	37,985km	1600cc, Petrol, Manual	$15,999		Asking price  $15,999
1668253852318-3853445138-location	Christchurch, Canterbury	2014 Mazda Axela	 LOW KM - 5 SPEED MANUAL - 2014 MODEL - ALLOYS 	38,920km	1600cc, Petrol, Manual	$15,999		Asking price  $15,999
1668253852325-3853432120-location	Auckland, Auckland	2014 Mazda Axela	 2000CC, 2WD, HYBRID, BEIGE FULL LEATHER TRIM, CRUI 	100,902km	1997cc, Automatic	$19,980		Asking price  $19,980
1668253852337-3853401272-location	Hamilton, Waikato	2013 Mazda Premacy	 RATED  4.9/5  STAR  GOOGLE  REVIEWS  =  TRUSTED 	112,000km	2000cc, Petrol, Automatic	$10,985		Asking price  $10,985
1668253852344-3853365447-location	Franklin, Auckland	2008 Mazda MX-5	 Limited Edition - Manual Trans - New WoF 	85,000km	1990cc, Petrol, Manual	$14,990	 Private seller 	sale_type missing
1668253852351-3853282180-location	Auckland, Auckland	2012 Mazda CX-5	 LOW LOW KMS, BLACKOUT, NO DEPOSIT FINANCE!!!!!! 	44,682km	1990cc, Petrol, Automatic	$22,975		Asking price  $22,975
1668253852361-3853132972-location	Onehunga, Auckland	2009 Mazda 3	 ALLOY WHEELS / AIRCONDITION / SPARE KEYS / ELECTRI 	258,969km	2488cc, Petrol, Automatic	$5,990		Asking price  $5,990
1668253852367-3853123513-location	Onehunga, Auckland	2007 Mazda Demio	 ALLOY WHEELS / AIRCONDITION / ELECTRIC MIRRORS / 	152,095km	1490cc, Petrol, Automatic	$5,990		Asking price  $5,990
1668253852374-3853071323-location	Hamilton, Waikato	2013 Mazda Atenza	" LEATHER SEATS ! CRUISE CONTROL ! 19"""" ALLOYS ! "	118,300km	2200cc, Diesel, Automatic	$15,700		Asking price  $15,700
1668253852384-3853056187-location	Lower Hutt City, Wellington	2006 Mazda Bounty	sub_title missing	318,000km	2499cc, Diesel, Manual	$11,000	 Private seller 	sale_type missing
1668253852407-3852619210-location	Auckland City, Auckland	2013 Mazda Atenza	 20S SPORT WAGON BLUE IN BLACK ALLOYS 16' ALLOYS 	105,990km	2000cc, Petrol, Automatic	$14,999	 Private seller 	sale_type missing
1668253858663-3852531462-location	Papakura, Auckland	2019 Mazda CX-5	 NZ New, Great Condition, Limited model w/ Blackout 	45,408km	2191cc, Diesel, Automatic	$38,500	 Private seller 	Asking price  $38,500
1668253858672-3852485357-location	Christchurch City, Canterbury	2006 Mazda RX-8	sub_title missing	125,000km	1300cc, Petrol, Manual	$11,000	 Private seller 	Or near offer  $11,000
1668253858683-3852196046-location	Wellington, Wellington	2011 Mazda Axela	 LOW MILEAGE! REVERSING CAMERA 	70,944km	2000cc, Petrol, Automatic	$13,449		Asking price  $13,449
1668253858692-3852179791-location	Tauranga, Bay of Plenty	2014 Mazda Axela	 - GET $1450 CASH BACK REBATE AFTER PURCHASE! - 	112,275km	2000cc, Hybrid, Automatic	$20,380		Asking price  $20,380
1668253858701-3852169629-location	Auckland, Auckland	2011 Mazda Axela	 AA APPRAISED FOR YOUR PEACE OF MIND 	149,506km	1998cc, Petrol, Automatic	$8,474		Asking price  $8,474
1668253858712-3852125462-location	Auckland, Auckland	2013 Mazda Axela	 50% OFF WARRANTY, FINANCE FRM 8.95% 	86,000km	1500cc, Petrol, Automatic	$14,950		Asking price  $14,950
1668253858721-3857128800-location	Onehunga, Auckland	2006 Mazda Demio	 ALLOY WHEELS / AIRCONDITION / SPARE KEYS / ELECTRI 	183,053km	1348cc, Petrol, Automatic	$3,990		Asking price  $3,990
1668253858729-3852006938-location	Levin, Manawatu	2009 Mazda Verisa	sub_title missing	112,851km	1490cc, Petrol, Automatic	$5,890	 Dealer | Toots Utes and Vans 	Asking price  $5,890
1668253858750-3852000644-location	Auckland City, Auckland	2011 Mazda Axela	sub_title missing	96,400km	2000cc, Petrol, Automatic	$10,995	 Private seller 	sale_type missing
1668253858758-3852000177-location	Christchurch, Canterbury	2015 Mazda Axela	 2015 MODEL - RARE 5 SPEED MANUAL - LOW KM 	43,550km	1600cc, Petrol, Manual	$15,999		Asking price  $15,999
1668253858766-3851832320-location	Auckland City, Auckland	2014 Mazda Axela	 20S SPORT TOURING ALLOY RED WINE REBATE OF $501.24 	103,500km	2000cc, Petrol, Automatic	$15,495	 Private seller 	sale_type missing
1668253858782-3851760542-location	Auckland City, Auckland	2011 Mazda Axela	sub_title missing	101,500km	2000cc, Petrol, Automatic	$9,495	 Private seller 	sale_type missing
1668253858795-3851703278-location	Onehunga, Auckland	2008 Mazda Demio	 AIRCONDITION / ELECTRIC MIRRORS / RECLINER SEATS 	106,865km	1340cc, Petrol, Automatic	$6,490		Asking price  $6,490
1668253858805-3851703216-location	Onehunga, Auckland	2009 Mazda Bongo	sub_title missing	225,933km	1780cc, Petrol, Automatic	$7,490		Asking price  $7,490
1668253858817-3851703151-location	Onehunga, Auckland	2007 Mazda Demio	 AIRCONDITION / RECLINER SEATS / ELECTRIC MIRRORS / 	152,921km	1340cc, Petrol, Automatic	$5,250		Asking price  $5,250
1668253858825-3851703146-location	Onehunga, Auckland	2005 Mazda Axela	 ALLOY WHEELS / AIRCONDITION / STEERING WHEEL CONTR 	143,026km	1490cc, Petrol, Automatic	$6,990		Asking price  $6,990
1668253858847-3851697466-location	Onehunga, Auckland	2007 Mazda Demio	 AIRCONDITION / RECLINER SEATS /ELECTRIC MIRRORS 	240,630km	1340cc, Petrol, Automatic	$4,990		Asking price  $4,990
1668253858859-3851697436-location	Onehunga, Auckland	2011 Mazda Premacy	 ALLOY WHEELS / AIRCONDITION / STEERING WHEEL CONTR 	116,835km	1990cc, Petrol, Automatic	$7,490		Asking price  $7,490
1668253858868-3851675895-location	Hamilton, Waikato	2013 Mazda Premacy	 *SPECIAL LOW FINANCE RATES - FROM 8.95%  BE QUICK* 	95,000km	2000cc, Petrol, Automatic	$11,985		Asking price  $11,985
1668253858876-3851178622-location	Blenheim, Marlborough	1985 Mazda B2000	 1985 mazda b2000 	150,000km	1998cc, Petrol	$8,000	 Private seller 	sale_type missing
1668253858886-3850751164-location	North Shore, Auckland	2020 Mazda 3	 Excellent condition 	30,000km	2488cc, Petrol, Automatic	$34,000	 Private seller 	Or near offer  $34,000
1668253858894-3850750506-location	Waitakere, Auckland	2014 Mazda CX-5	 NZ New, GSX 2.5L Petrol 	153,179km	2488cc, Petrol, Automatic	$18,000	 Private seller 	Or near offer  $18,000
1668253869596-3850718577-location	Gisborne, Gisborne	2019 Mazda BT-50	 Great Ute  in good condition 	77,000km	3198cc, Diesel, Automatic	$34,000	 Private seller 	Or near offer  $34,000
1668253869603-3850690481-location	Nelson, Nelson Bays	1984 Mazda Cosmo	 Get them a gift that keeps giving this Christmas 	99,129km	1140cc, Petrol	$19,000	 Private seller 	sale_type missing
1668253869610-3850678048-location	Botany Downs, Auckland	2017 Mazda Axela	 Great condition 	38,050km	1498cc, Petrol, Automatic	$17,000	 Private seller 	Or near offer  $17,000
1668253869620-3850245381-location	Manukau, Auckland	2009 Mazda Axela	 A very clean example of a great performance car 	184,369km	2260cc, Petrol, Manual	$10,000	 Private seller 	sale_type missing
1668253869626-3849978414-location	Auckland City, Auckland	2011 Mazda Axela	 20S SPORT VERY LOW KM RED IN BLACK ALLOYS BEST DEA 	73,650km	2000cc, Petrol, Automatic	$10,995	 Private seller 	sale_type missing
1668253869653-3849908159-location	Auckland City, Auckland	2011 Mazda 3	 NZ new and top spec mazda range 	109,000km	2488cc, Petrol, Automatic	$12,700	 Private seller 	Or near offer  $12,700
1668253869660-3849691283-location	Christchurch City, Canterbury	2015 Mazda 3	 2015 Mazda 3 - Great Car! Great Condition! 	86,000km	1998cc, Petrol, Automatic	$15,000	 Private seller 	Or near offer  $15,000
1668253869670-3849544824-location	Manukau, Auckland	2009 Mazda Atenza	 Great Wagon must GO! 	229,825km	2488cc, Petrol, Automatic	$5,000	 Private seller 	sale_type missing
1668253869676-3849498562-location	Auckland, Auckland	2013 Mazda Demio	 POSSIBLE REBATE OF $1,016, BLUETOOTH, I-STOP, ALLO 	52,708km	1298cc, Petrol, Automatic	$11,980		Asking price  $11,980
1668253869686-3849359376-location	Hamilton, Waikato	2013 Mazda Axela	 HYBRID ! CRUISE CONTROL ! EASY FINANCE ! 	92,300km	2000cc, Hybrid, Automatic	$20,900		Asking price  $20,900
1668253869697-3849320107-location	Auckland, Auckland	2013 Mazda Axela	 SPORTS EDITION 	66,415km	1500cc, Petrol, Tiptronic	$12,750		Asking price  $12,750
1668253869708-3849225024-location	Christchurch, Canterbury	2011 Mazda Premacy	 AFTERMARKET EXHAUST AND RIMS 	58,200km	2000cc, Petrol, Automatic	$10,980		Asking price  $10,980
1668253869750-3849159007-location	Auckland, Auckland	2011 Mazda Axela	 NO DEPOSIT FINANCE AVAILABLE 	59,800km	2000cc, Petrol, Automatic	$12,750		Asking price  $12,750
1668253869762-3849088376-location	AUCKLAND, Auckland	2014 Mazda Axela	 1 YEAR WARRANTY WITH 1 YEAR ROAD SIDE SERVICE 	107,080km	1997cc, Hybrid, Automatic	$20,790		Asking price  $20,790
1668253869769-3849074264-location	Wanaka, Otago	2020 Mazda CX-30	 Free South Island delivery at the asking price 	49,270km	1800cc, Diesel, Tiptronic	$29,666	 Dealer | Wanaka Auto Sales 	Asking price  $29,666
1668253869777-3849064196-location	Auckland, Auckland	2013 Mazda Axela	 50% OFF WARRANTY, FINANCE FRM 8.95% 	85,900km	1500cc, Petrol, Automatic	$14,750		Asking price  $14,750
1668253869787-3848164182-location	Hamilton, Waikato	2014 Mazda CX-5	 Sale Sale Sale 	55,860km	2200cc, Diesel, Automatic	$19,980		Asking price  $19,980
1668253869794-3848154473-location	Auckland, Auckland	2021 Mazda CX-5	 BALANCE OF FACTORY PLANS / LOW KM / EXCELLENT CON 	29,950km	2488cc, Petrol, Automatic	$39,950		Asking price  $39,950
1668253869806-3848135507-location	Auckland, Auckland	2013 Mazda CX-5	 1 YEAR WARRANTY FREE WITH PURCHASE 	114,143km	2000cc, Petrol, Automatic	$17,949		Asking price  $17,949
1668253869819-3848135506-location	Auckland, Auckland	2013 Mazda CX-5	 1 YEAR WARRANTY FREE WITH PURCHASE 	110,183km	2500cc, Petrol, Automatic	$21,295		Asking price  $21,295
1668253869850-3847996537-location	Tauranga, Bay of Plenty	2022 Mazda CX-5	 IN STOCK - AVAILABLE NOW 	mileage missing	2488cc, Petrol, Automatic	$66,242.50		Asking price  $66,242.50
1668253869859-3847996141-location	Tauranga, Bay of Plenty	2015 Mazda Axela	 Bluetooth Audio, Paddle Shift, Rev Cam, AUX/USB 	75,200km	2000cc, Petrol, Automatic	$19,945		Asking price  $19,945
1668253876004-3847921038-location	Christchurch City, Canterbury	2018 Mazda 6	 NZ New 2.5 petrol family or reps wagon 	73,296km	2488cc, Petrol, Automatic	$25,990	 Private seller 	Asking price  $25,990
1668253876015-3847902785-location	Kapiti, Wellington	2017 Mazda CX-5	 NZ new June 2017, facelift model,AWD, SkyActive 	82,000km	2488cc, Petrol, Automatic	$30,000	 Private seller 	Or near offer  $30,000
1668253876029-3847893188-location	Auckland, Auckland	2014 Mazda Axela	 **!! THIS IS THE CLEAN CAR - POSSIBLE REBATE - $1, 	44,216km	2000cc, Hybrid, Automatic	$24,444		Asking price  $24,444
1668253876058-3847875583-location	Whangarei, Northland	2008 Mazda Premacy	 7 seat NEW WOF AND REGO 	150,000km	1990cc, Petrol, Automatic	$6,500	 Private seller 	Or near offer  $6,500
1668253876066-3847785443-location	Christchurch, Canterbury	2011 Mazda Demio	 $1,016 CLEAN CAR REBATE, AA APPRASIAL, SERVICED 	58,020km	1300cc, Petrol, Automatic	$8,950		Asking price  $8,950
1668253876077-3847785436-location	Christchurch, Canterbury	2013 Mazda Demio	 $1016.76 CLEAN CAR REBATE, 2 SMART KEYS 	36,765km	1300cc, Petrol, Automatic	$9,950		Asking price  $9,950
1668253876084-3847785434-location	Christchurch, Canterbury	2011 Mazda Demio	 $1,016 CLEAN CAR REBATE, AA APPRASIAL, SERVICED 	37,934km	1290cc, Petrol, Automatic	$9,450		Asking price  $9,450
1668253876092-3847785432-location	Christchurch, Canterbury	2011 Mazda Demio	 $1,016 CLEAN CAR REBATE, ECO NEW ENGINE 	79,989km	1300cc, Petrol, Automatic	$8,950		Asking price  $8,950
1668253876102-3847785431-location	Christchurch, Canterbury	2013 Mazda Demio	 $1016.76 CLEAN CAR REBATE, REVERSE CAMERA 	53,000km	1300cc, Petrol, Automatic	$9,950		Asking price  $9,950
